rel_path,rows,cols,mean_abs_diff,mean_signed_diff
Frontal/healthy/147_img_Static-Frontal_2013-01-29.txt,480,640,0.019838,0.002503
Frontal/healthy/52_img_Static-Frontal_2012-11-07.txt,480,640,0.021016,-0.000220
Frontal/healthy/208_img_Static-Frontal_2013-10-28.txt,480,640,0.023483,0.011168
Frontal/healthy/199_img_Static-Frontal_2013-10-07.txt,480,640,0.019070,0.007062
Frontal/healthy/3_img_Static-Frontal_2012-10-08.txt,480,640,0.000000,0.000000
Frontal/healthy/67_img_Static-Frontal_2012-11-21.txt,480,640,0.108629,0.091728
Frontal/healthy/50_img_Static-Frontal_2012-11-07.txt,480,640,0.029495,0.005995
Frontal/healthy/24_img_Static-Frontal_2012-10-31.txt,480,640,0.081535,0.064021
Frontal/healthy/121_img_Static-Frontal_2013-01-21.txt,480,640,0.024676,0.016084
Frontal/healthy/239_img_Static-Frontal_2014-05-26.txt,480,640,0.030555,0.009250
Frontal/healthy/201_img_Static-Frontal_2013-10-28.txt,480,640,0.026040,0.013399
Frontal/healthy/88_img_Static-Frontal_2012-11-12.txt,480,640,0.122795,0.107240
Frontal/healthy/154_img_Static-Frontal_2013-02-01.txt,480,640,0.028461,0.025579
Frontal/healthy/196_img_Static-Frontal_2013-10-07.txt,480,640,0.021777,0.010538
Frontal/healthy/182_img_Static-Frontal_2013-05-24.txt,480,640,0.009957,0.003834
Frontal/healthy/126_img_Static-Frontal_2013-01-22.txt,480,640,0.028676,0.017246
Frontal/healthy/64_img_Static-Frontal_2012-11-21.txt,480,640,0.051751,0.022560
Frontal/healthy/26_img_Static-Frontal_2012-10-29.txt,480,640,0.049169,0.014695
Frontal/healthy/73_img_Static-Frontal_2012-12-03.txt,480,640,0.071112,0.054374
Frontal/healthy/170_img_Static-Frontal_2013-04-08.txt,480,640,0.028036,0.024203
Frontal/healthy/90_img_Static-Frontal_2012-11-12.txt,480,640,0.128169,0.108278
Frontal/healthy/130_img_Static-Frontal_2013-01-22.txt,480,640,0.023830,0.019504
Frontal/healthy/96_img_Static-Frontal_2012-11-09.txt,480,640,0.021165,0.006007
Frontal/healthy/200_img_Static-Frontal_2013-10-07.txt,480,640,0.016730,0.008203
Frontal/healthy/234_img_Static-Frontal_2013-12-11.txt,480,640,0.013404,-0.013404
Frontal/healthy/62_img_Static-Frontal_2012-11-19.txt,480,640,0.117242,0.085858
Frontal/healthy/2_img_Static-Frontal_2012-10-08.txt,480,640,0.000000,0.000000
Frontal/healthy/86_img_Static-Frontal_2012-11-12.txt,480,640,0.129056,0.099389
Frontal/healthy/189_img_Static-Frontal_2013-09-30.txt,480,640,0.020293,0.003628
Frontal/healthy/238_img_Static-Frontal_2014-05-21.txt,480,640,0.017067,-0.016410
Frontal/healthy/12_img_Static-Frontal_2012-10-26.txt,480,640,0.035865,0.006394
Frontal/healthy/89_img_Static-Frontal_2012-11-12.txt,480,640,0.100950,0.085091
Frontal/healthy/113_img_Static-Frontal_2013-01-15.txt,480,640,0.086467,0.069574
Frontal/healthy/226_img_Static-Frontal_2013-11-18.txt,480,640,0.018215,0.010056
Frontal/healthy/18_img_Static-Frontal_2012-10-31.txt,480,640,0.071051,0.044811
Frontal/healthy/144_img_Static-Frontal_2013-01-29.txt,480,640,0.021508,0.015433
Frontal/healthy/218_img_Static-Frontal_2013-11-11.txt,480,640,0.022420,-0.000307
Frontal/healthy/21_img_Static-Frontal_2012-10-31.txt,480,640,0.085592,0.067742
Frontal/healthy/211_img_Static-Frontal_2013-11-08.txt,480,640,0.019771,-0.019771
Frontal/healthy/129_img_Static-Frontal_2013-01-22.txt,480,640,0.024440,0.018102
Frontal/healthy/136_img_Static-Frontal_2013-01-18.txt,480,640,0.026834,0.016919
Frontal/healthy/173_img_Static-Frontal_2013-03-18.txt,480,640,0.021432,0.015330
Frontal/healthy/116_img_Static-Frontal_2013-01-16.txt,480,640,0.098283,0.084937
Frontal/healthy/220_img_Static-Frontal_2013-11-18.txt,480,640,0.021690,0.020529
Frontal/healthy/188_img_Static-Frontal_2013-08-12.txt,480,640,0.015731,-0.014687
Frontal/healthy/40_img_Static-Frontal_2012-11-09.txt,480,640,0.016768,-0.000432
Frontal/healthy/217_img_Static-Frontal_2013-11-11.txt,480,640,0.022969,-0.005002
Frontal/healthy/184_img_Static-Frontal_2013-05-24.txt,480,640,0.012724,-0.007892
Frontal/healthy/30_img_Static-Frontal_2012-10-29.txt,480,640,0.059699,0.018313
Frontal/healthy/43_img_Static-Frontal_2012-11-14.txt,480,640,0.058984,0.024892
Frontal/healthy/104_img_Static-Frontal_2012-11-30.txt,480,640,0.054567,0.028901
Frontal/healthy/105_img_Static-Frontal_2012-11-30.txt,480,640,0.125742,0.105573
Frontal/healthy/159_img_Static-Frontal_2013-02-22.txt,480,640,0.009938,-0.003878
Frontal/healthy/6_img_Static-Frontal_2012-10-17.txt,480,640,0.038605,-0.002748
Frontal/healthy/125_img_Static-Frontal_2013-01-21.txt,480,640,0.022868,0.010125
Frontal/healthy/164_img_Static-Frontal_2013-02-19.txt,480,640,0.014044,-0.001577
Frontal/healthy/222_img_Static-Frontal_2013-11-18.txt,480,640,0.023275,0.009753
Frontal/healthy/233_img_Static-Frontal_2013-12-11.txt,480,640,0.019014,-0.019014
Frontal/healthy/177_img_Static-Frontal_2013-03-20.txt,480,640,0.029761,0.024526
Frontal/healthy/183_img_Static-Frontal_2013-05-24.txt,480,640,0.022849,0.022848
Frontal/healthy/1_img_Static-Frontal_2012-10-08.txt,480,640,0.000010,0.000010
Frontal/healthy/190_img_Static-Frontal_2013-09-30.txt,480,640,0.024463,0.019520
Frontal/healthy/191_img_Static-Frontal_2013-09-06.txt,480,640,0.012910,0.004405
Frontal/healthy/91_img_Static-Frontal_2012-11-12.txt,480,640,0.128009,0.108439
Frontal/healthy/92_img_Static-Frontal_2012-12-07.txt,480,640,0.030135,-0.001612
Frontal/healthy/20_img_Static-Frontal_2012-10-31.txt,480,640,0.034508,0.014265
Frontal/healthy/110_img_Static-Frontal_2012-11-28.txt,480,640,0.144417,0.125969
Frontal/healthy/65_img_Static-Frontal_2012-11-21.txt,480,640,0.129787,0.104232
Frontal/healthy/163_img_Static-Frontal_2013-02-19.txt,480,640,0.021885,0.014976
Frontal/healthy/37_img_Static-Frontal_2012-10-29.txt,480,640,0.079269,0.045104
Frontal/healthy/169_img_Static-Frontal_2013-04-08.txt,480,640,0.034484,0.022872
Frontal/healthy/63_img_Static-Frontal_2014-01-28.txt,480,640,0.118366,0.105978
Frontal/healthy/7_img_Static-Frontal_2012-10-24.txt,480,640,0.038745,-0.000283
Frontal/sick/355_img_Static-Frontal_2019-09-25.txt,480,640,0.020076,-0.017997
Frontal/sick/378_img_Static-Frontal_2020-09-15.txt,480,640,0.021363,-0.019164
Frontal/sick/264_img_Static-Frontal_2015-01-16.txt,480,640,0.023006,-0.023005
Frontal/sick/418_img_Static-Frontal_2019-08-28.txt,480,640,0.015450,-0.013194
Frontal/sick/368_img_Static-Frontal_2019-12-11.txt,480,640,0.021936,-0.019803
Frontal/sick/328_img_Static-Frontal_2020-01-20.txt,480,640,0.017259,-0.013759
Frontal/sick/345_img_Static-Frontal_2019-10-23.txt,480,640,0.018095,-0.014896
Frontal/sick/390_img_Static-Frontal_2019-01-30.txt,480,640,0.025641,-0.023628
Frontal/sick/260_img_Static-Frontal_2014-11-11.txt,480,640,0.011688,-0.010069
Frontal/sick/407_img_Static-Frontal_2019-01-30.txt,480,640,0.025312,-0.023202
Frontal/sick/268_img_Static-Frontal_2015-01-23.txt,480,640,0.016579,-0.016579
Frontal/sick/255_img_Static-Frontal_2014-10-10.txt,480,640,0.016192,-0.009602
Frontal/sick/401_img_Static-Frontal_2019-07-24.txt,480,640,0.020628,0.009251
Frontal/sick/266_img_Static-Frontal_2015-01-16.txt,480,640,0.016400,-0.013281
Frontal/sick/373_img_Static-Frontal_2019-10-23.txt,480,640,0.017157,-0.005572
Frontal/sick/397_img_Static-Frontal_2018-05-23.txt,480,640,0.034048,-0.031994
Frontal/sick/425_img_Static-Frontal_2020-10-27.txt,480,640,0.018468,-0.008720
Frontal/sick/213_img_Static-Frontal_2013-11-08.txt,480,640,0.019321,-0.002904
Frontal/sick/387_img_Static-Frontal_2019-09-25.txt,480,640,0.013732,-0.009824
Frontal/sick/378_img_Static-Frontal_2019-09-18.txt,480,640,0.015649,-0.011405
Frontal/sick/278_img_Static-Frontal_2015-03-20.txt,480,640,0.016885,-0.016203
Frontal/sick/361_img_Static-Frontal_2020-01-22.txt,480,640,0.019252,-0.011098
Frontal/sick/344_img_Static-Frontal_2019-12-11.txt,480,640,0.014221,-0.011286
Frontal/sick/389_img_Static-Frontal_2020-10-14.txt,480,640,0.012314,-0.008822
Frontal/sick/326_img_Static-Frontal_2019-04-24.txt,480,640,0.011348,-0.009631
Frontal/sick/366_img_Static-Frontal_2020-09-30.txt,480,640,0.002507,-0.000007
Frontal/sick/356_img_Static-Frontal_2019-06-26.txt,480,640,0.019737,-0.014142
Frontal/sick/318_img_Static-Frontal_2020-02-22.txt,480,640,0.018184,-0.016318
Frontal/sick/277_img_Static-Frontal_2015-03-20.txt,480,640,0.020355,-0.020267
Frontal/sick/381_img_Static-Frontal_2019-08-28.txt,480,640,0.016398,-0.008196
Frontal/sick/273_img_Static-Frontal_2015-03-13.txt,480,640,0.011271,-0.007533
Frontal/sick/413_img_Static-Frontal_2019-01-30.txt,480,640,0.021843,-0.019968
Frontal/sick/316_img_Static-Frontal_2018-05-23.txt,480,640,0.022444,-0.020315
Frontal/sick/424_img_Static-Frontal_2019-02-27.txt,480,640,0.018550,-0.016485
Frontal/sick/348_img_Static-Frontal_2019-06-26.txt,480,640,0.014816,-0.009430
Frontal/sick/257_img_Static-Frontal_2014-10-17.txt,480,640,0.013980,-0.005167
Frontal/sick/381_img_Static-Frontal_2020-02-19.txt,480,640,0.015588,-0.011933
Frontal/sick/394_img_Static-Frontal_2018-05-23.txt,480,640,0.022681,-0.020884
Frontal/sick/256_img_Static-Frontal_2014-10-10.txt,480,640,0.016859,-0.016056
Frontal/sick/180_img_Static-Frontal_2013-08-16.txt,480,640,0.012219,0.008918
Frontal/sick/408_img_Static-Frontal_2019-02-27.txt,480,640,0.019766,-0.017779
Frontal/sick/393_img_Static-Frontal_2019-09-25.txt,480,640,0.014563,-0.012550
Frontal/sick/350_img_Static-Frontal_2020-10-14.txt,480,640,0.014696,-0.012619
Frontal/sick/373_img_Static-Frontal_2019-06-26.txt,480,640,0.002505,-0.000168
Frontal/sick/204_img_Static-Frontal_2013-10-11.txt,480,640,0.016068,0.008824
Frontal/sick/412_img_Static-Frontal_2019-02-27.txt,480,640,0.025493,-0.023454
Frontal/sick/342_img_Static-Frontal_2020-01-22.txt,480,640,0.002502,-0.000098
Frontal/sick/209_img_Static-Frontal_2013-11-08.txt,480,640,0.013357,-0.006058
Frontal/sick/411_img_Static-Frontal_2019-01-30.txt,480,640,0.023313,-0.021257
Frontal/sick/322_img_Static-Frontal_2019-11-13.txt,480,640,0.015930,-0.010392
Frontal/sick/393_img_Static-Frontal_2019-04-24.txt,480,640,0.017584,-0.015548
Frontal/sick/245_img_Static-Frontal_2014-08-22.txt,480,640,0.018481,0.002498
Frontal/sick/246_img_Static-Frontal_2014-08-22.txt,480,640,0.017812,-0.011009
Frontal/sick/138_img_Static-Frontal_2013-09-06.txt,480,640,0.017625,0.011541
Frontal/sick/240_img_Static-Frontal_2014-07-18.txt,480,640,0.014838,-0.007075
Frontal/sick/263_img_Static-Frontal_2014-12-12.txt,480,640,0.018590,-0.017872
Frontal/sick/261_img_Static-Frontal_2014-11-11.txt,480,640,0.018856,-0.008796
Frontal/sick/386_img_Static-Frontal_2019-11-13.txt,480,640,0.015833,0.001638
Frontal/sick/398_img_Static-Frontal_2019-01-30.txt,480,640,0.027086,-0.024936
Frontal/sick/343_img_Static-Frontal_2019-04-24.txt,480,640,0.018077,-0.016030
Frontal/sick/181_img_Static-Frontal_2013-08-16.txt,480,640,0.011566,-0.000130
Frontal/sick/422_img_Static-Frontal_2020-01-22.txt,480,640,0.002505,-0.000110
Frontal/sick/192_img_Static-Frontal_2013-09-06.txt,480,640,0.017462,0.010877
Frontal/sick/415_img_Static-Frontal_2019-02-27.txt,480,640,0.021993,-0.020018
Frontal/sick/312_img_Static-Frontal_2019-11-13.txt,480,640,0.016449,-0.009556
Frontal/sick/401_img_Static-Frontal_2019-10-23.txt,480,640,0.002506,-0.000276
Frontal/sick/361_img_Static-Frontal_2020-10-14.txt,480,640,0.024128,-0.022139
Frontal/sick/179_img_Static-Frontal_2013-08-16.txt,480,640,0.014011,0.004518
Frontal/sick/330_img_Static-Frontal_2019-04-24.txt,480,640,0.016136,-0.014249
Frontal/sick/374_img_Static-Frontal_2020-10-27.txt,480,640,0.011553,-0.005519
Frontal/sick/418_img_Static-Frontal_2020-01-20.txt,480,640,0.019515,-0.017096
Frontal/sick/286_img_Static-Frontal_2015-05-22.txt,480,640,0.018855,-0.018644
Frontal/sick/355_img_Static-Frontal_2019-03-27.txt,480,640,0.026742,-0.024779
Frontal/sick/337_img_Static-Frontal_2020-01-20.txt,480,640,0.002500,-0.000109
Frontal/sick/269_img_Static-Frontal_2015-01-23.txt,480,640,0.016974,-0.016974
Frontal/sick/365_img_Static-Frontal_2020-01-22.txt,480,640,0.002506,-0.000052
Frontal/sick/241_img_Static-Frontal_2014-07-18.txt,480,640,0.017429,-0.008492
Frontal/sick/270_img_Static-Frontal_2015-01-30.txt,480,640,0.025006,-0.025006
Frontal/sick/271_img_Static-Frontal_2015-01-27.txt,480,640,0.022664,-0.022664
Frontal/sick/337_img_Static-Frontal_2019-07-24.txt,480,640,0.019859,-0.005697
Frontal/sick/402_img_Static-Frontal_2018-05-25.txt,480,640,0.019867,-0.017732
Frontal/sick/384_img_Static-Frontal_2020-02-26.txt,480,640,0.027740,-0.025722
Frontal/sick/384_img_Static-Frontal_2019-08-28.txt,480,640,0.017946,-0.012262
Frontal/sick/425_img_Static-Frontal_2020-02-19.txt,480,640,0.016856,-0.012348
Frontal/sick/368_img_Static-Frontal_2020-10-14.txt,480,640,0.019424,-0.017129
Frontal/sick/409_img_Static-Frontal_2019-02-27.txt,480,640,0.018648,-0.016434
Frontal/sick/318_img_Static-Frontal_2019-08-28.txt,480,640,0.017098,-0.015057
Frontal/sick/366_img_Static-Frontal_2019-11-13.txt,480,640,0.015387,-0.011200
Frontal/sick/274_img_Static-Frontal_2015-03-13.txt,480,640,0.015506,-0.010666
Frontal/sick/267_img_Static-Frontal_2015-01-16.txt,480,640,0.018163,-0.017399
Frontal/sick/259_img_Static-Frontal_2014-11-07.txt,480,640,0.029071,-0.029071
Frontal/sick/397_img_Static-Frontal_2019-02-27.txt,480,640,0.017833,-0.015900
Frontal/sick/365_img_Static-Frontal_2020-10-14.txt,480,640,0.010390,-0.006515
Frontal/sick/210_img_Static-Frontal_2013-11-08.txt,480,640,0.016988,-0.016591
Frontal/sick/330_img_Static-Frontal_2020-02-26.txt,480,640,0.020468,-0.018345
Frontal/sick/371_img_Static-Frontal_2020-02-19.txt,480,640,0.018185,-0.013724
Frontal/sick/410_img_Static-Frontal_2019-01-30.txt,480,640,0.020898,-0.019216
Frontal/sick/338_img_Static-Frontal_2020-01-22.txt,480,640,0.002501,-0.000145
Frontal/sick/202_img_Static-Frontal_2013-10-11.txt,480,640,0.000000,0.000000
Frontal/sick/369_img_Static-Frontal_2020-10-14.txt,480,640,0.012626,-0.004754
Frontal/sick/337_img_Static-Frontal_2019-11-13.txt,480,640,0.017881,-0.008252
Frontal/sick/402_img_Static-Frontal_2019-01-30.txt,480,640,0.023465,-0.021326
Frontal/sick/366_img_Static-Frontal_2020-01-22.txt,480,640,0.002504,-0.000053
Frontal/sick/283_img_Static-Frontal_2015-05-22.txt,480,640,0.017141,-0.005397
Frontal/sick/203_img_Static-Frontal_2013-10-11.txt,480,640,0.014969,0.003700
Frontal/sick/371_img_Static-Frontal_2020-10-27.txt,480,640,0.014160,-0.002800
Frontal/sick/198_img_Static-Frontal_2014-11-11.txt,480,640,0.016287,-0.013774
Frontal/sick/389_img_Static-Frontal_2020-01-22.txt,480,640,0.016722,-0.014526
Frontal/sick/281_img_Static-Frontal_2015-05-22.txt,480,640,0.026680,-0.026680
Frontal/sick/319_img_Static-Frontal_2019-10-23.txt,480,640,0.013950,-0.008493
Frontal/sick/347_img_Static-Frontal_2019-11-13.txt,480,640,0.018141,-0.011562
Frontal/sick/390_img_Static-Frontal_2019-08-28.txt,480,640,0.014575,-0.009171
Frontal/sick/422_img_Static-Frontal_2019-07-24.txt,480,640,0.019251,-0.011893
__OVERALL__,,,0.034558,0.011510
